PeriodStart,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily,Power
2020-01-01 00:00:00,2.1,-41,0,-1.8,0,0,0,0,0,0,6.5,75,0,1006,296,3.6,143,0.15,0
2020-01-01 01:00:00,1.9,-60,0,-1.8,0,0,0,0,0,0,6.6,76.6,0,1005.9,283,3.9,137,0.15,0
2020-01-01 02:00:00,2,-75,0,-1.6,0,0,0,0,0,0,6.6,77.3,0,1005.8,279,4.6,129,0.15,0
2020-01-01 03:00:00,2.2,-88,0,-1,0,0,0,0,0,0,6.9,79.1,0,1005.7,277,5.4,120,0.15,0
2020-01-01 04:00:00,2.3,-100,0,-0.2,0,0,0,0,0,0,7.6,83.3,0,1005.7,272,6,111,0.15,0
2020-01-01 05:00:00,2.3,-112,0,0.4,0,0,0,0,0,0,8.4,87.4,0,1005.9,270,6.2,103,0.15,0
2020-01-01 06:00:00,2.3,-123,0,0.4,0,0,0,0,0,0,9.3,87.5,0,1005.9,271,6.3,95,0.15,0
2020-01-01 07:00:00,2.5,-135,3.5,0.4,12,29,2,15,33,12,10.4,86,0,1005.5,272,6.8,89,0.15,0
2020-01-01 08:00:00,3.1,-148,39.8,0.8,52,0,0,52,47,52,11.1,85.2,0,1005.5,277,7.5,83,0.15,0.01
2020-01-01 09:00:00,3.8,-162,45.1,1.1,82,0,0,82,73,82,11,82.7,0,1005.3,279,8,79,0.15,0.271173913
2020-01-01 10:00:00,4.3,-176,57.6,1.2,76,0,0,76,69,76,9.7,80.5,0,1005.1,278,8,78,0.15,0.9753333333
2020-01-01 11:00:00,4.6,170,59.5,1.3,71,0,0,71,64,71,7.4,79.1,0,1004.9,276,8.2,78,0.15,0.9025416667
2020-01-01 12:00:00,4.6,157,51.9,1.1,63,0,0,63,56,63,5.9,78.3,0,1004.4,275,8.6,81,0.15,0.9436666667
2020-01-01 13:00:00,4.3,143,16.3,1.1,37,101,9,46,112,35,5.5,80,0,1003.8,277,8.8,85,0.15,0.986875
2020-01-01 14:00:00,3.9,131,1.8,1.1,3,7,1,4,8,3,5.4,81.9,0,1003.5,278,8.7,91,0.15,0.6419583333
2020-01-01 15:00:00,3.8,119,0,1,0,0,0,0,0,0,5.6,82,0,1003.7,279,8.7,98,0.15,0.1208125
2020-01-01 16:00:00,4,107,0,1,0,0,0,0,0,0,6.1,80.7,0,1003.9,280,8.6,106,0.15,0
2020-01-01 17:00:00,4,96,0,1,0,0,0,0,0,0,6.9,80.3,0,1004.3,279,8,115,0.15,0
2020-01-01 18:00:00,3.9,84,0,0.9,0,0,0,0,0,0,8,81.1,0,1004.5,278,7.5,123,0.15,0
2020-01-01 19:00:00,3.7,70,0,1,0,0,0,0,0,0,8.2,82.8,0,1004.3,280,7.8,132,0.15,0
2020-01-01 20:00:00,3.5,53,5.5,1.1,0,0,0,0,0,0,7.4,84.5,0,1003.8,281,8.4,139,0.15,0
2020-01-01 21:00:00,3.5,33,19.2,1.1,0,0,0,0,0,0,5.7,84.5,0,1003.4,281,9.1,145,0.15,0
2020-01-01 22:00:00,3.5,8,25.5,0.8,0,0,0,0,0,0,4.7,82.3,0,1003,278,9.4,148,0.15,0
2020-01-01 23:00:00,3.5,-18,40,0.1,0,0,0,0,0,0,4.8,78.5,0,1002.3,272,8.4,148,0.19,0
2020-01-02 00:00:00,3.2,-41,0.1,-0.5,0,0,0,0,0,0,4.8,76.5,0,1002.2,272,7.2,143,0.19,0
2020-01-02 01:00:00,3,-60,2.8,-0.8,0,0,0,0,0,0,4.7,75.8,0,1002.2,278,7.5,137,0.19,0
2020-01-02 02:00:00,2.9,-75,23.3,-1.2,0,0,0,0,0,0,4.6,74.6,0,1002.1,279,7.8,129,0.19,0
2020-01-02 03:00:00,2.7,-88,0,-1.5,0,0,0,0,0,0,4.6,74.2,0,1002.1,277,7.5,120,0.19,0
2020-01-02 04:00:00,2.5,-100,0,-1.7,0,0,0,0,0,0,4.7,73.9,0,1002.2,272,7.3,111,0.19,0
2020-01-02 05:00:00,2.3,-112,0.1,-2,0,0,0,0,0,0,4.7,73,0,1001.9,266,7.5,103,0.19,0
2020-01-02 06:00:00,2.2,-123,29.6,-2.5,0,0,0,0,0,0,4.7,70.8,0,1001.6,264,7.6,95,0.19,0
2020-01-02 07:00:00,2.4,-135,18.8,-2.9,13,2,0,13,13,13,4.8,68,0,1001.6,264,8,88,0.19,0
2020-01-02 08:00:00,3,-148,26.7,-3.2,60,87,13,72,133,56,4.7,63.8,0,1001.6,266,8.1,83,0.19,0.015
2020-01-02 09:00:00,3.8,-162,43,-3.7,86,42,7,93,117,84,4.4,58.1,0,1001.7,267,7.9,79,0.19,0.3352222222
2020-01-02 10:00:00,4.5,-175,20.7,-4.2,101,268,58,159,373,82,4.1,53.1,0,1001.8,265,7.4,78,0.19,1.2075
2020-01-02 11:00:00,5,170,19.2,-4.9,95,293,61,156,389,75,4.1,48.8,0,1001.4,265,7,78,0.19,2.020708333
2020-01-02 12:00:00,5.2,157,29.8,-5.3,84,110,20,104,184,77,3.9,46.6,0,1000.8,263,6.7,81,0.19,3.368666667
2020-01-02 13:00:00,5,143,12.7,-5.3,39,210,19,58,193,34,3.7,47.5,0,1000.2,259,6.4,85,0.19,2.324125
2020-01-02 14:00:00,4.4,131,0,-5.3,3,24,2,5,18,3,4,49.2,0,1000.1,255,6,91,0.19,1.222
2020-01-02 15:00:00,4,119,0,-5.6,0,0,0,0,0,0,4.2,49.7,0,1000.1,252,5.7,98,0.19,0.3640833333
2020-01-02 16:00:00,3.7,108,0,-5.9,0,0,0,0,0,0,4.1,49.4,0,1000.3,249,5.4,106,0.19,0.008
2020-01-02 17:00:00,3.3,96,0,-6.1,0,0,0,0,0,0,4,50.3,0,1000.3,243,5.2,114,0.19,0
2020-01-02 18:00:00,2.9,84,0,-6.3,0,0,0,0,0,0,3.9,50.8,0,1000,239,5.1,123,0.19,0
2020-01-02 19:00:00,3.1,70,0,-6.5,0,0,0,0,0,0,4,49.5,0,999.4,242,5.3,132,0.19,0
2020-01-02 20:00:00,3.3,53,0,-6.4,0,0,0,0,0,0,3.8,48.9,0,998.9,244,5.5,139,0.19,0
2020-01-02 21:00:00,3.3,33,0,-6,0,0,0,0,0,0,3.5,50.6,0,998.7,241,5.6,145,0.19,0
2020-01-02 22:00:00,3,8,0,-5.6,0,0,0,0,0,0,3.7,53,0,998.4,239,5.7,148,0.19,0
2020-01-02 23:00:00,2.7,-18,0,-5.3,0,0,0,0,0,0,4.2,55.8,0,997.8,243,6.1,147,0.16,0
2020-01-03 00:00:00,2.3,-41,0,-4.6,0,0,0,0,0,0,4.9,60.3,0,997.1,248,6.4,143,0.16,0
2020-01-03 01:00:00,2,-60,0,-3.8,0,0,0,0,0,0,5.6,65.1,0,996.4,250,6.5,137,0.16,0
2020-01-03 02:00:00,2,-75,0,-3.3,0,0,0,0,0,0,6.4,68.3,0,996,252,6.5,129,0.16,0
2020-01-03 03:00:00,2,-88,0,-2.5,0,0,0,0,0,0,7.2,72.1,0,995.7,251,6.3,120,0.16,0
2020-01-03 04:00:00,2.1,-100,0,-1.2,0,0,0,0,0,0,8.1,79.1,0,995.7,247,6.1,111,0.16,0
2020-01-03 05:00:00,2.1,-112,0,0.1,0,0,0,0,0,0,8.4,86.5,0,995.6,243,6.2,103,0.16,0
2020-01-03 06:00:00,2.1,-123,0,0.4,0,0,0,0,0,0,8.3,88.6,0,995.1,237,6.4,95,0.16,0
2020-01-03 07:00:00,2.4,-135,3.8,0.4,13,43,4,16,43,12,8.6,86.4,0,994.5,234,6.9,88,0.16,0
2020-01-03 08:00:00,3,-148,25.4,0.4,56,90,13,69,131,52,9.3,83.3,0,994.1,235,7.3,83,0.16,0
2020-01-03 09:00:00,3.6,-161,22.4,0.7,91,157,28,119,235,82,9.5,81.2,0,993.7,237,7.5,79,0.16,0.1294545455
2020-01-03 10:00:00,4,-175,52.7,0.9,86,9,2,88,88,85,9.4,80.2,0,993.1,236,7.7,78,0.16,1.9288
2020-01-03 11:00:00,4.2,170,61.4,0.9,69,0,0,69,63,69,9.7,79.3,0,992.3,229,7.6,78,0.16,3.017521739
2020-01-03 12:00:00,3.9,157,56.7,0.7,57,0,0,57,51,57,10.8,79.8,0,991.3,222,7.9,80,0.16,0.57404
2020-01-03 13:00:00,3.7,143,55,0.7,27,0,0,27,24,27,13.9,81.3,0,990.2,223,8.3,85,0.16,0.3270869565
2020-01-03 14:00:00,3.8,131,85.5,1.1,1,0,0,1,1,1,16.4,82.6,0,989.3,230,8.5,91,0.16,0.01085714286
2020-01-03 15:00:00,4,119,94.3,1.6,0,0,0,0,0,0,16.4,84.5,0,989,235,8.3,98,0.16,0.005
2020-01-03 16:00:00,4.2,108,90.3,2,0,0,0,0,0,0,16.3,85.9,0,988.9,238,8.1,106,0.16,0
2020-01-03 17:00:00,4.3,96,89.9,2.1,0,0,0,0,0,0,15.5,85.8,0,989,240,8,114,0.16,0
2020-01-03 18:00:00,4.4,84,86.1,2.3,0,0,0,0,0,0,14.5,86.2,0,988.8,242,7.7,123,0.16,0
2020-01-03 19:00:00,4.4,70,81.2,2.6,0,0,0,0,0,0,14.5,88,0,988.1,245,7.2,131,0.16,0
2020-01-03 20:00:00,4.5,53,86.1,2.9,0,0,0,0,0,0,14.7,89.5,0,987.8,252,6.4,139,0.16,0
2020-01-03 21:00:00,4.6,33,94.5,3.2,0,0,0,0,0,0,14.6,90.9,0,987.8,267,5.8,145,0.16,0
2020-01-03 22:00:00,4.2,9,94.5,2.8,0,0,0,0,0,0,13.9,90.5,0,988.2,289,6,148,0.16,0
2020-01-03 23:00:00,3.8,-17,92.6,1.5,0,0,0,0,0,0,10.2,85.1,0,988.9,288,6.4,147,0.14,0
2020-01-04 00:00:00,3.9,-40,78.5,0.9,0,0,0,0,0,0,7.4,81,0,989,277,7.1,143,0.14,0
2020-01-04 01:00:00,4,-59,72,1.1,0,0,0,0,0,0,7.5,81.5,0,988.8,279,7.9,137,0.14,0
2020-01-04 02:00:00,4.1,-75,54.6,1.3,0,0,0,0,0,0,6.6,82.2,0,988.8,280,8.3,129,0.14,0
2020-01-04 03:00:00,4.1,-88,0.1,1.2,0,0,0,0,0,0,6.3,81.5,0,988.9,277,8.6,120,0.14,0
2020-01-04 04:00:00,4,-100,0,0.9,0,0,0,0,0,0,7,80.4,0,988.7,272,9.3,111,0.14,0
2020-01-04 05:00:00,4.3,-111,0,0.6,0,0,0,0,0,0,7.3,77.3,0,988.4,269,10,103,0.14,0
2020-01-04 06:00:00,4.5,-123,0,0.6,0,0,0,0,0,0,7.4,75.8,0,987.8,267,10.6,95,0.14,0
2020-01-04 07:00:00,4.4,-135,4,1,13,6,1,13,17,13,8.2,78.6,0,987.1,268,11.1,88,0.14,0
2020-01-04 08:00:00,4.4,-148,46,1.5,39,3,0,39,38,39,9.1,81.2,0,986.9,269,10.9,83,0.14,0
2020-01-04 09:00:00,4.5,-161,69.3,1.7,44,0,0,44,40,44,9.3,82,0,986.8,269,10.3,79,0.14,0.317
2020-01-04 10:00:00,4.6,-175,69.8,1.7,55,0,0,55,49,55,9.3,81.2,0,986.4,270,9.3,78,0.14,0.5154583333
2020-01-04 11:00:00,4.4,171,74.8,1.2,44,0,0,44,40,44,9.2,79.9,0,985.6,271,8,78,0.14,0.5473913043
2020-01-04 12:00:00,3.4,157,60.2,0.6,52,0,0,52,47,52,8.8,81.7,0,984.7,272,7.1,80,0.14,0.69075
2020-01-04 13:00:00,2.1,144,50.8,0.1,32,0,0,32,29,32,8.7,86.6,0.1,984.1,273,6.5,85,0.14,0.1594761905
2020-01-04 14:00:00,1.8,131,76.1,-0.3,1,0,0,1,1,1,8.1,85.4,0.6,984.5,281,6.8,91,0.14,0.1044347826
2020-01-04 15:00:00,2.5,119,0.1,-1.2,0,0,0,0,0,0,6.7,76.2,1.1,985.3,295,7.3,98,0.14,0.05866666667
2020-01-04 16:00:00,2.8,108,0,-2,0,0,0,0,0,0,6.4,70.9,1.1,986.4,308,7.3,106,0.14,0
2020-01-04 17:00:00,2.7,96,0,-2.1,0,0,0,0,0,0,6.3,70.7,1,987.9,318,7.6,114,0.14,0
2020-01-04 18:00:00,2.7,84,0,-2.3,0,0,0,0,0,0,6.4,69.8,0.9,989.1,321,7.7,123,0.14,0
2020-01-04 19:00:00,2.7,70,0,-2.5,0,0,0,0,0,0,6.5,68.5,0.9,990.2,324,7.6,131,0.14,0
2020-01-04 20:00:00,2.6,54,0,-2.9,0,0,0,0,0,0,6.2,67.3,0.9,991.5,325,7.7,139,0.14,0
2020-01-04 21:00:00,2.6,33,0,-3.1,0,0,0,0,0,0,6.1,66.1,0.9,993.2,326,7.9,145,0.14,0
2020-01-04 22:00:00,2.7,9,0,-3.3,0,0,0,0,0,0,5.9,64.6,0.9,994.9,330,8.4,148,0.14,0
2020-01-04 23:00:00,2.5,-17,4,-3.6,0,0,0,0,0,0,5.4,64.1,0.4,996.2,332,8.2,147,0.19,0
2020-01-05 00:00:00,2.2,-40,33.4,-3.9,0,0,0,0,0,0,5,64.2,0,997.3,333,7.9,143,0.19,0
2020-01-05 01:00:00,2.1,-59,14.5,-4.2,0,0,0,0,0,0,4.8,63.1,0,998.2,333,7.7,137,0.19,0
2020-01-05 02:00:00,2,-75,14.6,-4.6,0,0,0,0,0,0,4.7,61.7,0,999.1,333,7.6,129,0.19,0
2020-01-05 03:00:00,2.1,-88,0,-4.5,0,0,0,0,0,0,4.8,61.6,0,1000.4,334,7.6,120,0.19,0
2020-01-05 04:00:00,2.3,-100,0,-4.4,0,0,0,0,0,0,5,61.6,0,1002,335,7.6,111,0.19,0
2020-01-05 05:00:00,2.3,-111,0,-4.2,0,0,0,0,0,0,5.1,62.1,0,1003.4,334,7.3,103,0.19,0
2020-01-05 06:00:00,2.2,-123,0,-4,0,0,0,0,0,0,5.1,63.8,0,1004.3,329,7,95,0.19,0
2020-01-05 07:00:00,1.9,-135,0,-3.8,12,82,7,19,71,10,4.9,65.7,0,1005,328,6.7,88,0.19,0
2020-01-05 08:00:00,2,-148,8.5,-3.8,50,299,36,87,294,40,4.8,65.7,0,1006,328,6.3,83,0.19,0.032
2020-01-05 09:00:00,2.3,-161,5.1,-3.9,61,504,96,157,523,40,4.8,63.7,0,1007.1,331,5.8,79,0.19,0.6685454545
2020-01-05 10:00:00,2.5,-175,0.1,-4,55,666,145,200,683,29,4.6,62,0,1008,329,4.9,77,0.19,2.860454545
2020-01-05 11:00:00,2.7,171,11.3,-4.4,84,418,89,173,496,59,4.6,59.7,0,1008.3,321,4,78,0.19,5.691869565
2020-01-05 12:00:00,2.6,157,14.7,-4.7,75,302,52,126,352,59,4.7,58.6,0,1008.2,307,3.4,80,0.19,6.31132
2020-01-05 13:00:00,2.1,144,1.9,-4.7,33,360,38,71,307,24,4.9,60.6,0,1008.1,288,3,85,0.19,5.266565217
2020-01-05 14:00:00,1.4,131,0,-4.8,4,25,2,6,21,4,5.3,63.8,0,1008.1,269,2.9,90,0.19,3.66124
2020-01-05 15:00:00,0.9,119,5.9,-4.8,0,0,0,0,0,0,5.9,65.5,0,1008.3,257,3,98,0.19,0.7133636364
2020-01-05 16:00:00,0.9,108,13.8,-4.9,0,0,0,0,0,0,6.5,65.5,0,1008.8,249,3.3,105,0.19,0.02266666667
2020-01-05 17:00:00,0.9,96,19.9,-4.8,0,0,0,0,0,0,7,65.8,0,1009.1,241,3.5,114,0.19,0
2020-01-05 18:00:00,0.9,84,63.3,-4,0,0,0,0,0,0,7.5,69.9,0,1009,240,4,123,0.19,0
2020-01-05 19:00:00,1.1,70,65.5,-2.7,0,0,0,0,0,0,8.3,75.9,0,1008.4,241,4.7,131,0.19,0
2020-01-05 20:00:00,1.4,54,67.4,-2,0,0,0,0,0,0,9,77.9,0,1007.5,238,5.3,139,0.19,0
2020-01-05 21:00:00,1.5,33,74,-1.9,0,0,0,0,0,0,10.8,78.2,0,1007,236,5.8,145,0.19,0
2020-01-05 22:00:00,1.7,9,77.7,-1.6,0,0,0,0,0,0,13.1,78.9,0,1007,240,5.7,148,0.19,0
2020-01-05 23:00:00,1.7,-17,72.8,-0.9,0,0,0,0,0,0,14.6,82.8,0.1,1006.7,239,5.3,147,0.14,0
2020-01-06 00:00:00,1.6,-40,94.9,-0.1,0,0,0,0,0,0,15.3,88.2,0.3,1005.7,234,5.7,143,0.14,0
2020-01-06 01:00:00,1.9,-59,94.9,0.8,0,0,0,0,0,0,15.2,92.7,0.3,1004.7,237,6.1,137,0.14,0
2020-01-06 02:00:00,2.2,-74,96.2,1.6,0,0,0,0,0,0,14.6,95.5,0.3,1004.3,246,5.8,129,0.14,0
2020-01-06 03:00:00,2.5,-88,90.9,1.5,0,0,0,0,0,0,14.5,92.9,0.3,1004.2,247,5.8,120,0.14,0
2020-01-06 04:00:00,2.7,-100,90.6,1.2,0,0,0,0,0,0,15.2,89.9,0.3,1004,242,6,111,0.14,0
2020-01-06 05:00:00,2.6,-111,91.5,0.8,0,0,0,0,0,0,15.5,88.2,0.3,1004,239,5.9,103,0.14,0
2020-01-06 06:00:00,2.5,-123,95.2,0.7,0,0,0,0,0,0,15.2,87.8,0.3,1004,239,5.8,95,0.14,0
2020-01-06 07:00:00,2.6,-135,90.1,1,3,0,0,3,2,3,14.4,89.2,0.3,1003.7,243,5.7,88,0.14,0
2020-01-06 08:00:00,2.8,-148,64.7,1.2,30,0,0,30,27,30,13.2,89.4,0.2,1003.6,245,5.6,83,0.14,0
2020-01-06 09:00:00,2.9,-161,71,1.2,44,0,0,44,40,44,12.4,88.9,0.2,1003.8,244,6,79,0.14,0.002333333333
2020-01-06 10:00:00,2.9,-175,67.9,1.1,59,0,0,59,54,59,12.1,88,0.2,1003.8,243,6.2,77,0.14,0.08207142857
2020-01-06 11:00:00,3,171,75.4,0.9,44,0,0,44,40,44,12.8,85.8,0.2,1003.2,244,5.9,78,0.14,0.1536190476
2020-01-06 12:00:00,3.1,157,72.5,0.7,36,0,0,36,33,36,13.6,84.6,0.2,1002.5,246,5.4,80,0.14,0.2744545455
2020-01-06 13:00:00,3.1,144,38.2,0.8,31,39,3,35,58,30,14.4,85.2,0.2,1002,247,5.1,84,0.14,0.3582272727
2020-01-06 14:00:00,3,131,0,0.9,5,15,1,6,15,4,15.5,86,0.2,1001.7,243,5,90,0.14,0.1452727273
2020-01-06 15:00:00,2.9,119,0,1,0,0,0,0,0,0,16,87.2,0.2,1001.6,241,5.1,97,0.14,0.04075
2020-01-06 16:00:00,2.9,108,6.4,1.2,0,0,0,0,0,0,15.8,88.7,0.2,1001.6,242,5,105,0.14,0
2020-01-06 17:00:00,2.9,96,0,1.4,0,0,0,0,0,0,15.3,90.1,0.2,1001.6,240,5.3,114,0.14,0
2020-01-06 18:00:00,2.9,84,0,1.5,0,0,0,0,0,0,14.7,90.8,0.2,1001.5,239,5.1,123,0.14,0
2020-01-06 19:00:00,2.9,70,0,1.5,0,0,0,0,0,0,13.8,91,0.2,1001,239,4.5,131,0.14,0
2020-01-06 20:00:00,2.9,54,0,1.6,0,0,0,0,0,0,13,90.7,0.2,1000.6,233,4.3,139,0.14,0
2020-01-06 21:00:00,3,33,0,1.6,0,0,0,0,0,0,12.5,90.5,0.2,1000.7,228,4.4,145,0.14,0
2020-01-06 22:00:00,3,9,6.5,1.6,0,0,0,0,0,0,12.2,90.5,0.2,1000.9,228,4.5,148,0.14,0
2020-01-06 23:00:00,3.1,-17,2.8,1.6,0,0,0,0,0,0,12.1,90.2,0.2,1000.7,230,4.4,147,0.18,0
2020-01-07 00:00:00,3.2,-40,26.2,1.7,0,0,0,0,0,0,12.2,89.7,0.3,1000.1,233,4.3,143,0.18,0
2020-01-07 01:00:00,3.3,-59,22.1,1.6,0,0,0,0,0,0,12.4,89.1,0.3,999.6,237,4.3,136,0.18,0
2020-01-07 02:00:00,3.3,-74,38.4,1.5,0,0,0,0,0,0,12.4,87.9,0.3,999.3,240,4.3,128,0.18,0
2020-01-07 03:00:00,3.3,-87,47.1,1.3,0,0,0,0,0,0,12.3,86.8,0.3,999.3,237,4.2,120,0.18,0
2020-01-07 04:00:00,3.1,-99,47.2,1.1,0,0,0,0,0,0,12,86.5,0.2,999.7,233,4,111,0.18,0
2020-01-07 05:00:00,2.8,-111,49.1,0.7,0,0,0,0,0,0,11.6,86.1,0.2,1000.2,230,3.8,103,0.18,0
2020-01-07 06:00:00,2.6,-123,65.7,0.3,0,0,0,0,0,0,10.8,85,0.2,1000.6,222,3.7,95,0.18,0
2020-01-07 07:00:00,2.3,-135,55.7,-0.1,10,0,0,10,9,10,9.6,84.2,0.2,1000.7,214,3.9,88,0.18,0
2020-01-07 08:00:00,2.1,-147,47.5,-0.7,49,0,0,49,45,49,8.4,81.7,0.2,1000.7,210,4.2,83,0.18,0
2020-01-07 09:00:00,2.3,-161,51.3,-1.2,79,0,0,79,72,79,7.9,78.2,0.2,1001.3,211,4.5,79,0.18,0.054875
2020-01-07 10:00:00,2.5,-175,69.4,-0.9,60,0,0,60,54,60,7.9,77.8,0.2,1001.9,211,4.6,77,0.18,0.4163478261
2020-01-07 11:00:00,2.8,171,68.4,-0.5,60,0,0,60,54,60,8.2,79,0.2,1002,213,4.2,78,0.18,0.45655
2020-01-07 12:00:00,2.9,157,60.2,-0.2,57,0,0,57,52,57,8.8,79.9,0.2,1002.2,216,3.8,80,0.18,0.2615263158
2020-01-07 13:00:00,2.6,144,32.7,0,38,66,6,44,83,36,9.2,83,0.2,1002,211,3.8,84,0.18,0.2643157895
2020-01-07 14:00:00,2.1,131,0,0.1,5,28,2,7,24,4,8.9,86.4,0.2,1001.8,211,4.1,90,0.18,0.1905454545
2020-01-07 15:00:00,2.1,119,0,0.1,0,0,0,0,0,0,8.2,86.6,0.2,1002.5,222,4.3,97,0.18,0.02366666667
2020-01-07 16:00:00,2,108,0,0,0,0,0,0,0,0,8.6,86.7,0.2,1003.1,231,4.4,105,0.18,0
2020-01-07 17:00:00,1.9,96,0,0.1,0,0,0,0,0,0,10.1,88.1,0.2,1003.2,224,4.1,114,0.18,0
2020-01-07 18:00:00,2,84,0,0.5,0,0,0,0,0,0,11.1,89.2,0.2,1003.3,225,4.1,122,0.18,0
2020-01-07 19:00:00,2.3,70,0,0.8,0,0,0,0,0,0,10.7,90.4,0.2,1003,236,4.5,131,0.18,0
2020-01-07 20:00:00,2.7,54,2.8,1.3,0,0,0,0,0,0,10.1,91,0.2,1002.6,235,4.9,138,0.18,0
2020-01-07 21:00:00,3.1,33,14.8,1.7,0,0,0,0,0,0,9.6,90.9,0.2,1002.7,234,5.2,144,0.18,0
2020-01-07 22:00:00,3.3,9,2.8,2,0,0,0,0,0,0,8.5,90.9,0.2,1002.7,233,5.4,148,0.18,0
2020-01-07 23:00:00,3.3,-17,20.3,2,0,0,0,0,0,0,7.5,91,0.2,1002.6,231,5.6,147,0.12,0
2020-01-08 00:00:00,3.4,-40,0,1.8,0,0,0,0,0,0,6.7,89.6,0.3,1002.4,230,5.9,143,0.12,0
2020-01-08 01:00:00,3.6,-59,0,1.6,0,0,0,0,0,0,6,86.8,0.3,1001.7,225,6.3,136,0.12,0
2020-01-08 02:00:00,3.4,-74,5.5,1.3,0,0,0,0,0,0,6.5,86,0.3,1000.9,219,6.6,128,0.12,0
2020-01-08 03:00:00,3,-87,23.2,1.1,0,0,0,0,0,0,9.2,87.2,0.3,1000.2,218,7.2,120,0.12,0
2020-01-08 04:00:00,3.1,-99,44.5,1.1,0,0,0,0,0,0,14,86.7,0.3,999.5,220,7.8,111,0.12,0
2020-01-08 05:00:00,3.6,-111,46.1,0.8,0,0,0,0,0,0,18.4,82.1,0.2,998.6,220,8.4,103,0.12,0
2020-01-08 06:00:00,4,-122,32.8,0.4,0,0,0,0,0,0,21.5,77.4,0.2,997.8,219,8.6,95,0.12,0
2020-01-08 07:00:00,4.4,-135,34.1,0.1,12,0,0,12,11,12,23.4,73.8,0.2,997.1,221,8.4,88,0.12,0
2020-01-08 08:00:00,4.6,-147,61,0.3,34,0,0,34,31,34,24.3,73.6,0.2,996.5,223,8.5,83,0.12,0
2020-01-08 09:00:00,4.9,-161,69.5,0.9,47,0,0,47,43,47,24.9,75.7,0.2,996.1,225,8.6,79,0.12,0.06714285714
2020-01-08 10:00:00,5.2,-175,72.5,1.4,51,0,0,51,46,51,25,76.5,0.2,996,231,8.3,77,0.12,0.046
2020-01-08 11:00:00,5.4,171,64.7,1.8,64,0,0,64,58,64,24.6,77.8,0.2,996,237,7.6,77,0.12,0.05583333333
2020-01-08 12:00:00,5.4,157,65.1,2.5,47,0,0,47,42,47,24.4,81.5,0.2,995.7,239,7.2,80,0.12,0.4195909091
2020-01-08 13:00:00,5.6,144,58,3.6,30,0,0,30,27,30,24,86.8,0.2,995.4,246,7.1,84,0.12,0.351875
2020-01-08 14:00:00,6,131,93.1,4.3,1,0,0,1,1,1,22.5,88.7,0.2,995.3,251,6.9,90,0.12,0.03583333333
2020-01-08 15:00:00,6.3,119,85.7,4.6,0,0,0,0,0,0,21.4,88.9,0.2,995.5,252,6.6,97,0.12,0.0045
2020-01-08 16:00:00,6.6,108,88,4.9,0,0,0,0,0,0,20.5,89.2,0.2,996.1,258,6.3,105,0.12,0
2020-01-08 17:00:00,6.9,96,85.4,5.2,0,0,0,0,0,0,18.6,89.1,0.2,996.6,261,5.9,114,0.12,0
2020-01-08 18:00:00,7,84,79.4,5.3,0,0,0,0,0,0,16.7,89.2,0.2,997,264,5.6,122,0.12,0
2020-01-08 19:00:00,7,70,81.3,5.3,0,0,0,0,0,0,15.3,89.2,0.2,997.1,266,5.9,131,0.12,0
2020-01-08 20:00:00,6.8,54,81.4,5.2,0,0,0,0,0,0,13.5,89.2,0.2,997.2,266,6,138,0.12,0
2020-01-08 21:00:00,6.4,34,93.3,4.8,0,0,0,0,0,0,11.6,89.5,0.2,997.5,268,5.6,144,0.12,0
2020-01-08 22:00:00,6,9,95,4.4,0,0,0,0,0,0,10.3,89.7,0.2,997.9,268,5.1,147,0.12,0
2020-01-08 23:00:00,5.7,-16,89.4,4.1,0,0,0,0,0,0,9.9,89.7,0.1,998.5,268,4.4,147,0.14,0
2020-01-09 00:00:00,5.4,-39,25.8,4,0,0,0,0,0,0,9.4,90.6,0,998.8,261,3.8,143,0.14,0
2020-01-09 01:00:00,5,-58,36.6,3.8,0,0,0,0,0,0,8.6,91.8,0,998.8,255,4,136,0.14,0
2020-01-09 02:00:00,4.6,-74,39.9,3.5,0,0,0,0,0,0,8,92.5,0,998.9,252,4.3,128,0.14,0
2020-01-09 03:00:00,4.3,-87,0.1,3.2,0,0,0,0,0,0,7.3,92.6,0,998.8,254,4.2,120,0.14,0
2020-01-09 04:00:00,4.1,-99,0,2.9,0,0,0,0,0,0,7,92.5,0,999.1,259,4.2,111,0.14,0
2020-01-09 05:00:00,3.6,-111,0,2.3,0,0,0,0,0,0,6.8,91.3,0,999.1,260,4,103,0.14,0
2020-01-09 06:00:00,3.2,-122,0,1.6,0,0,0,0,0,0,6.8,89.4,0,998.6,253,3.8,95,0.14,0
2020-01-09 07:00:00,3.1,-134,3.7,1.1,14,56,5,19,55,13,7.1,86.6,0,998.1,247,4,88,0.14,0
2020-01-09 08:00:00,3.7,-147,24.4,0.6,60,115,17,77,158,55,7.5,80.7,0,997.8,246,3.8,83,0.14,0
2020-01-09 09:00:00,4.4,-161,22.9,0.3,96,173,33,129,256,86,8.3,74.5,0,998,244,3.5,79,0.14,0.5735555556
