PeriodStart,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily,Power
2021-10-21 06:00:00,15.2,-121,73.8,10.3,26,0,0,26,23,26,20.8,72.7,0,970,199,8.2,82,0.12,0
2021-10-21 07:00:00,15.7,-134,58.8,10.3,91,0,0,91,80,91,22.4,70.5,0,968.9,204,9.9,75,0.12,0
2021-10-21 08:00:00,15.8,-148,57.5,10.9,127,4,1,128,116,130,24.4,72.7,0,967.8,210,11.1,70,0.12,0.02488888889
2021-10-21 09:00:00,15.5,-164,71.9,9.7,105,0,0,105,93,105,22.6,68.4,0,967.2,219,11.6,66,0.12,0.2996956522
2021-10-21 10:00:00,14.8,-180,42.9,8.9,141,204,87,228,345,230,20.3,67.9,0,966.3,222,11,65,0.12,1.36025
2021-10-21 11:00:00,14.5,164,53.8,9.1,172,9,4,175,161,176,18.9,69.7,0,965,223,11.3,66,0.12,2.411318182
2021-10-21 12:00:00,14.4,148,48.4,7.8,145,56,18,163,179,181,17.2,64.5,0,964.5,232,12.4,70,0.12,1.114090909
2021-10-21 13:00:00,13.7,134,49.7,6.8,89,92,28,116,157,142,17.2,63.2,0,964.2,234,12.5,75,0.12,5.790636364
2021-10-21 14:00:00,12.2,121,42.2,6.7,52,3,0,52,47,52,17.1,69.1,0,965.4,257,11.9,82,0.12,1.474578947
2021-10-21 15:00:00,11,108,52.6,7.1,4,0,0,4,4,4,15.4,76.9,0,967.8,271,12.2,90,0.12,4.5796
2021-10-21 16:00:00,10.7,96,29.5,6.7,0,0,0,0,0,0,13.5,76.2,0,969.7,261,11.6,98,0.12,0.5060625
2021-10-21 17:00:00,10.2,84,21.4,5.5,0,0,0,0,0,0,12.3,72.7,0,971.2,258,11.3,107,0.12,0.06057142857
2021-10-21 18:00:00,9.8,71,51.3,4.9,0,0,0,0,0,0,12.5,71.7,0,972.1,255,10.6,116,0.12,0
2021-10-21 19:00:00,9.4,56,63.2,4.5,0,0,0,0,0,0,13.1,71.2,0,972.9,254,10.3,123,0.12,0
2021-10-21 20:00:00,9.1,40,56.4,4.5,0,0,0,0,0,0,13,72.9,0,973.6,254,10.2,130,0.12,0
2021-10-21 21:00:00,8.8,21,80,4.4,0,0,0,0,0,0,11.9,73.9,0,974.1,258,10.4,134,0.12,0
2021-10-21 22:00:00,8.3,0,54.8,3.8,0,0,0,0,0,0,11.3,73.4,0,974.8,260,10.9,136,0.12,0
2021-10-21 23:00:00,8,-21,55.4,3.3,0,0,0,0,0,0,11.2,72.4,0,975.5,261,11.4,134,0.12,0
2021-10-22 00:00:00,7.8,-40,43.5,2.9,0,0,0,0,0,0,10.8,71.3,0,976.1,262,11.4,130,0.12,0
2021-10-22 01:00:00,7.5,-56,27.3,2.8,0,0,0,0,0,0,10.5,71.9,0,976.7,262,10.9,123,0.12,0
2021-10-22 02:00:00,7.4,-71,35.2,2.8,0,0,0,0,0,0,10.7,72.7,0,977.2,261,10.5,116,0.12,0
2021-10-22 03:00:00,7.4,-84,31.6,2.8,0,0,0,0,0,0,11.3,72.8,0,977.8,261,10.3,107,0.12,0
2021-10-22 04:00:00,7.4,-96,66.6,2.9,0,0,0,0,0,0,11.7,73.1,0,978.4,258,10.3,99,0.12,0
2021-10-22 05:00:00,7.2,-108,63.7,3.2,3,0,0,3,3,3,11.8,75.6,0,978.9,253,10.2,90,0.12,0
2021-10-22 06:00:00,7,-121,60.4,3.4,33,0,0,33,29,33,12.1,77.8,0,979.4,247,10.3,82,0.12,0
2021-10-22 07:00:00,7.2,-134,46.6,3.2,109,0,0,109,96,109,11.9,75.9,0,979.9,243,10.5,75,0.12,0
2021-10-22 08:00:00,7.2,-148,44.8,3.2,165,0,0,165,145,165,11.8,75.3,0,980.1,238,10.2,70,0.12,0.03433333333
2021-10-22 09:00:00,7.2,-164,46.9,3.2,194,0,0,194,171,194,12,75.6,0,979.8,235,10.2,66,0.12,0.7055
2021-10-22 10:00:00,7.1,-180,31.3,3.4,228,83,35,263,299,263,12.4,77.5,0,979.1,234,10.7,65,0.12,2.53276
2021-10-22 11:00:00,7.1,164,42.5,3.7,204,9,4,208,191,209,12.9,79.2,0,978.4,234,11.4,66,0.12,2.764086957
2021-10-22 12:00:00,6.8,148,55.7,4.2,131,0,0,131,116,131,12.9,83.5,0,978,234,11.6,70,0.12,4.214478261
2021-10-22 13:00:00,6.7,134,48.7,4.4,104,0,0,104,92,104,12.9,85.2,0,977.6,233,11.4,75,0.12,4.984727273
2021-10-22 14:00:00,6.8,121,45.3,4.3,47,0,0,47,41,47,13.1,83.7,0,977.3,236,11.5,82,0.12,3.791789474
2021-10-22 15:00:00,7.1,108,75.9,4.3,2,0,0,2,2,2,12,82.4,0,977.8,257,10.2,90,0.12,1.451307692
2021-10-22 16:00:00,7.7,96,82.8,3.6,0,0,0,0,0,0,10.7,75.3,0,979,281,9.2,99,0.12,0.6687692308
2021-10-22 17:00:00,7.5,84,80.8,2.9,0,0,0,0,0,0,10.3,72.8,0,980.2,280,8.3,107,0.12,0.1304285714
2021-10-22 18:00:00,7.2,71,78.3,2.6,0,0,0,0,0,0,10.1,72.6,0,981,278,7.9,116,0.12,0
2021-10-22 19:00:00,7.2,57,58.4,2.1,0,0,0,0,0,0,9.9,70.2,0,981.7,278,7.7,124,0.12,0
2021-10-22 20:00:00,7.1,40,59.6,1.5,0,0,0,0,0,0,9.1,67.8,0,982.6,278,8,130,0.12,0
2021-10-22 21:00:00,6.8,21,33.9,1.4,0,0,0,0,0,0,8.8,68.7,0,983.4,276,7.9,135,0.12,0
2021-10-22 22:00:00,6.7,0,22.5,2.1,0,0,0,0,0,0,9.6,72.4,0,984.1,274,7.8,136,0.12,0
2021-10-22 23:00:00,6.6,-21,45.2,2.7,0,0,0,0,0,0,10,76.4,0,984.7,271,7.6,135,0.14,0
2021-10-23 00:00:00,6.5,-40,31.1,3.2,0,0,0,0,0,0,10.2,79.5,0,985.3,267,7.5,130,0.14,0
2021-10-23 01:00:00,6.7,-57,31.9,3.5,0,0,0,0,0,0,10.6,79.9,0,985.7,268,7.6,124,0.14,0
2021-10-23 02:00:00,7,-71,11.8,3.6,0,0,0,0,0,0,10.6,79.1,0,986.1,272,7.6,116,0.14,0
2021-10-23 03:00:00,7,-84,9.3,3.7,0,0,0,0,0,0,10.4,79.5,0,986.5,275,7.5,107,0.14,0
2021-10-23 04:00:00,7,-96,67.3,4,0,0,0,0,0,0,10.5,81.1,0,987.1,276,7.4,99,0.14,0
2021-10-23 05:00:00,7,-108,65.7,4.1,3,0,0,3,2,3,10.6,82,0,987.9,277,7.4,90,0.14,0
2021-10-23 06:00:00,7.4,-121,27.7,4,60,43,6,66,79,62,10.5,78.9,0,988.9,285,7.4,82,0.14,0
2021-10-23 07:00:00,8.1,-134,37.7,3.5,110,84,24,134,170,152,10.2,72.9,0,990.1,298,7.4,76,0.14,0
2021-10-23 08:00:00,8.6,-149,21.2,3,148,286,98,246,402,329,10.1,68.2,0,991.5,309,7.3,70,0.14,0.2107
2021-10-23 09:00:00,8.6,-164,40,2.5,199,71,28,227,256,235,10,65.5,0,992.7,315,7.4,67,0.14,1.1975
2021-10-23 10:00:00,8.5,180,33.3,2.1,205,152,63,268,355,270,9.8,63.9,0,993.9,321,7.8,65,0.14,3.62416
2021-10-23 11:00:00,8.4,164,42.2,1.6,219,3,1,220,196,220,9.6,62.3,0,995.1,322,7.7,67,0.14,5.60773913
2021-10-23 12:00:00,8.3,149,46.5,1.2,169,0,0,169,149,169,9.3,61.1,0,996.3,319,7.4,70,0.14,5.94632
2021-10-23 13:00:00,8,134,38,0.9,128,22,5,133,130,135,8.8,60.6,0,997.5,317,7.3,76,0.14,8.621818182
2021-10-23 14:00:00,7.5,121,16.4,0.5,56,192,25,80,154,57,8.4,61.2,0,998.6,319,7,83,0.14,7.559952381
2021-10-23 15:00:00,6.8,109,19.3,0.4,6,0,0,6,6,6,8.3,64,0,999.7,322,6.3,90,0.14,2.247428571
2021-10-23 16:00:00,6.1,96,21.1,0.3,0,0,0,0,0,0,8.2,66.6,0,1000.9,324,5.4,99,0.14,1.819375
2021-10-23 17:00:00,5.7,84,27.2,0.1,0,0,0,0,0,0,8.1,67.5,0,1001.9,323,4.5,108,0.14,1.0452
2021-10-23 18:00:00,5.4,71,4,0,0,0,0,0,0,0,8.4,68.6,0,1002.8,316,3.7,116,0.14,0
2021-10-23 19:00:00,5.1,57,0,0,0,0,0,0,0,0,8.6,69.7,0,1003.6,307,3.1,124,0.14,0
2021-10-23 20:00:00,4.9,40,0,0,0,0,0,0,0,0,8.6,70.2,0,1004.5,298,2.8,130,0.14,0
2021-10-23 21:00:00,4.7,21,0,-0.1,0,0,0,0,0,0,8.7,70.9,0,1005.1,292,2.7,135,0.14,0
2021-10-23 22:00:00,4.5,0,0,-0.2,0,0,0,0,0,0,8.8,71.4,0,1005.6,290,2.7,137,0.14,0
2021-10-23 23:00:00,4.3,-21,0,-0.4,0,0,0,0,0,0,9,71.6,0,1006.1,281,2.8,135,0.13,0
2021-10-24 00:00:00,4.2,-40,4.7,-0.4,0,0,0,0,0,0,9.2,72,0,1006.5,273,2.9,131,0.13,0
2021-10-24 01:00:00,4.2,-57,10.8,-0.3,0,0,0,0,0,0,9.5,72.8,0,1006.8,274,2.7,124,0.13,0
2021-10-24 02:00:00,4.1,-71,22.7,0.1,0,0,0,0,0,0,10,74.8,0,1007.1,272,2.6,116,0.13,0
2021-10-24 03:00:00,4.1,-84,16.5,0.5,0,0,0,0,0,0,10.4,77.2,0,1007.3,265,2.5,108,0.13,0
2021-10-24 04:00:00,4.2,-97,0.1,0.8,0,0,0,0,0,0,10.6,78.9,0,1007.4,254,2.5,99,0.13,0
2021-10-24 05:00:00,4.2,-109,26.6,1.1,5,2,0,5,6,5,10.8,80.2,0,1007.7,247,2.5,91,0.13,0
2021-10-24 06:00:00,4.7,-121,12.9,1.4,46,260,38,84,189,55,11.2,79,0,1008.2,243,2.4,83,0.13,0
2021-10-24 07:00:00,5.9,-134,21,1.9,105,250,64,169,294,204,11.8,75.8,0,1008.7,242,2.6,76,0.13,0
2021-10-24 08:00:00,7.3,-149,2.8,2.7,73,679,229,302,667,462,12.2,72.7,0,1008.9,243,2.9,70,0.13,0.4654615385
2021-10-24 09:00:00,8.5,-164,2.8,3.3,84,713,279,362,776,426,12.1,70,0,1009,243,3.2,67,0.13,2.259642857
2021-10-24 10:00:00,9.3,180,3.5,3.5,90,711,291,381,803,386,12.1,67.4,0,1008.9,237,3.4,66,0.13,3.907285714
2021-10-24 11:00:00,9.8,164,21.3,3.5,175,300,117,292,480,322,12.3,64.7,0,1008.6,231,3.7,67,0.13,7.242571429
2021-10-24 12:00:00,10.1,149,24.1,3.4,157,218,76,233,356,289,12.5,63.4,0,1008.4,229,3.8,71,0.13,7.871833333
2021-10-24 13:00:00,9.9,134,29,3.4,126,81,20,146,179,157,12.1,64,0,1008.2,224,3.6,76,0.13,8.220153846
2021-10-24 14:00:00,9.2,121,24.4,3.3,60,53,8,68,86,61,11.2,66.7,0,1007.9,216,3.2,83,0.13,7.408066667
2021-10-24 15:00:00,8.1,109,22.3,3.2,5,0,0,5,4,5,10.3,71.3,0,1007.7,208,3,91,0.13,5.1912
2021-10-24 16:00:00,7.2,97,31.3,3.2,0,0,0,0,0,0,9.5,75.7,0,1007.5,205,3.2,99,0.13,2.679846154
2021-10-24 17:00:00,6.6,84,30.2,3.2,0,0,0,0,0,0,9.1,79.2,0,1007.4,206,3.4,108,0.13,0.8688461538
2021-10-24 18:00:00,6.2,71,8.8,3.3,0,0,0,0,0,0,8.9,81.7,0,1007.2,205,3.5,116,0.13,0
2021-10-24 19:00:00,5.9,57,12.7,3.2,0,0,0,0,0,0,8.6,83,0,1007,202,3.8,124,0.13,0
2021-10-24 20:00:00,5.6,40,11.3,3,0,0,0,0,0,0,8.1,83.8,0,1006.9,200,4.1,131,0.13,0
2021-10-24 21:00:00,5.3,21,7.1,2.9,0,0,0,0,0,0,7.6,84.1,0,1006.5,197,4.4,135,0.13,0
2021-10-24 22:00:00,5.1,0,0,2.7,0,0,0,0,0,0,7.1,84.1,0,1005.9,197,4.7,137,0.13,0
2021-10-24 23:00:00,5,-21,5.2,2.2,0,0,0,0,0,0,6.7,82.1,0,1005.4,195,5,135,0.14,0
2021-10-25 00:00:00,4.9,-40,1.8,1.7,0,0,0,0,0,0,6.3,79.8,0,1004.9,194,5.2,131,0.14,0
2021-10-25 01:00:00,4.8,-57,0,1.4,0,0,0,0,0,0,5.9,78.5,0,1004.3,193,5.1,124,0.14,0
2021-10-25 02:00:00,4.6,-72,0,0.9,0,0,0,0,0,0,5.6,77.1,0,1003.7,191,5,117,0.14,0
2021-10-25 03:00:00,4.4,-85,0,0.6,0,0,0,0,0,0,5.8,76.3,0,1003.2,189,5,108,0.14,0
2021-10-25 04:00:00,4.1,-97,0,0.3,0,0,0,0,0,0,6,76.2,0,1002.7,190,5.2,99,0.14,0
2021-10-25 05:00:00,4,-109,0,0.1,4,30,3,6,15,3,5.9,75.5,0,1002.3,191,5.3,91,0.14,0
2021-10-25 06:00:00,4.5,-121,0,-0.1,32,477,63,95,280,39,5.7,72.1,0,1002,193,5.3,83,0.14,0
2021-10-25 07:00:00,5.7,-135,0,-0.1,48,699,168,216,541,270,5.7,66,0,1001.9,195,5.5,76,0.14,0
2021-10-25 08:00:00,7.3,-149,0,-0.2,57,791,260,317,734,487,6,58.9,0,1001.5,194,5.9,71,0.14,0.4364117647
2021-10-25 09:00:00,8.9,-164,0.4,-0.4,64,820,316,380,847,453,6.4,52.4,0,1001,192,6.6,67,0.14,2.423352941
2021-10-25 10:00:00,9.9,180,0.2,-0.5,64,842,340,403,894,410,6.2,48.4,0,1000.3,191,7.1,66,0.14,5.944863636
2021-10-25 11:00:00,10.6,164,13.3,-0.5,134,515,200,333,652,379,5.5,46.3,0,999.7,194,7,67,0.14,8.59995
2021-10-25 12:00:00,10.9,149,13.1,-0.3,118,484,158,276,555,391,5.2,45.9,0,999.1,197,6.4,71,0.14,8.724263158
2021-10-25 13:00:00,10.7,135,23.2,-0.1,114,215,50,163,270,177,5.3,47.3,0,998.7,199,6,76,0.14,10.02535294
2021-10-25 14:00:00,9.9,121,23.7,-0.1,39,262,40,78,186,46,5.4,49.8,0,998.5,201,5.5,83,0.14,9.511846154
2021-10-25 15:00:00,8.9,109,92.7,-0.2,0,0,0,0,0,0,5.7,52.9,0,998.4,203,4.9,91,0.14,6.189
2021-10-25 16:00:00,8.1,97,77.3,-0.3,0,0,0,0,0,0,5.9,55.3,0,998.2,205,4.5,100,0.14,3.120235294
2021-10-25 17:00:00,7.7,85,71.9,-0.3,0,0,0,0,0,0,5.9,56.8,0,998,206,4.2,108,0.14,0.4688571429
2021-10-25 18:00:00,7.5,72,65.4,-0.2,0,0,0,0,0,0,6.1,58.1,0,997.7,209,4,117,0.14,0
2021-10-25 19:00:00,7.4,57,35.9,-0.1,0,0,0,0,0,0,6.6,58.9,0,997.5,215,4.1,125,0.14,0
2021-10-25 20:00:00,7.3,40,48.1,0,0,0,0,0,0,0,7,60,0,997.4,220,4.1,131,0.14,0
2021-10-25 21:00:00,7.1,21,63.2,0.3,0,0,0,0,0,0,7.1,61.9,0,997.2,225,3.9,136,0.14,0
2021-10-25 22:00:00,6.9,0,69.3,0.6,0,0,0,0,0,0,7.3,64.2,0,996.9,228,3.8,137,0.14,0
2021-10-25 23:00:00,6.8,-21,61.1,1,0,0,0,0,0,0,7.7,66.4,0,996.8,231,3.8,136,0.12,0
2021-10-26 00:00:00,6.8,-41,68.4,1.4,0,0,0,0,0,0,8.3,68.5,0,996.7,231,3.8,131,0.12,0
2021-10-26 01:00:00,6.9,-57,77.7,1.7,0,0,0,0,0,0,9.1,69.8,0,996.3,230,3.7,125,0.12,0
2021-10-26 02:00:00,7,-72,77.1,2.1,0,0,0,0,0,0,9.9,70.6,0,995.9,230,3.8,117,0.12,0
2021-10-26 03:00:00,7.1,-85,43.9,2.4,0,0,0,0,0,0,10.6,72,0,995.6,231,3.9,108,0.12,0
2021-10-26 04:00:00,7,-97,47.8,2.7,0,0,0,0,0,0,11.5,74.1,0,995.3,229,4.1,100,0.12,0
2021-10-26 05:00:00,6.8,-109,73.8,2.7,1,0,0,1,0,1,12.5,75.2,0,995.3,228,4.4,91,0.12,0
2021-10-26 06:00:00,7.1,-122,57.6,2.6,41,0,0,41,36,41,14,72.8,0,995.4,230,4.7,83,0.12,0
2021-10-26 07:00:00,8.3,-135,34.3,2.7,109,79,22,131,164,142,15.5,67.6,0,995.5,231,5,76,0.12,0
2021-10-26 08:00:00,9.8,-149,12.4,3.1,115,434,138,253,497,347,16.1,63,0,995.5,232,5.2,71,0.12,0.053
2021-10-26 09:00:00,10.9,-164,31.2,3.8,167,199,75,242,358,266,15.8,61.6,0,995.5,232,5.4,68,0.12,1.302217391
2021-10-26 10:00:00,10.8,180,72.5,4.4,101,0,0,101,89,101,17.2,64.8,0,995.4,234,5.7,67,0.12,3.54036
2021-10-26 11:00:00,9.8,164,68,5.2,107,0,0,107,94,107,19.7,73,0,995.2,236,6,68,0.12,5.717304348
2021-10-26 12:00:00,9.2,149,67.3,6.1,88,0,0,88,78,88,20.3,80.5,0,995.1,239,5.9,71,0.12,5.09304
2021-10-26 13:00:00,9.1,135,61.8,6.7,65,0,0,65,58,65,19.8,84.5,0,995.2,242,5.6,77,0.12,1.06573913
2021-10-26 14:00:00,8.9,121,54.2,7,31,0,0,31,27,31,19.3,87.8,0,995.3,241,5.4,84,0.12,0.8283
2021-10-26 15:00:00,9,109,50.9,7.2,2,0,0,2,1,2,18.7,88.6,0,995.5,242,5.8,91,0.12,0.2775882353
2021-10-26 16:00:00,9.3,97,64.4,7.4,0,0,0,0,0,0,17.4,87.9,0,995.7,246,6.1,100,0.12,0.1378
2021-10-26 17:00:00,9.5,85,44.3,7.6,0,0,0,0,0,0,15.9,87.9,0,996.1,250,6.1,109,0.12,0.021
2021-10-26 18:00:00,9.7,72,53.8,7.6,0,0,0,0,0,0,14.6,86.8,0,996.4,258,6.2,117,0.12,0
2021-10-26 19:00:00,9.5,57,59.4,7.3,0,0,0,0,0,0,14.2,86.5,0,996.8,260,6.2,125,0.12,0
2021-10-26 20:00:00,8.8,41,37.4,7,0,0,0,0,0,0,14.3,88.4,0,997.3,254,5.7,131,0.12,0
2021-10-26 21:00:00,8.3,21,55.5,6.8,0,0,0,0,0,0,14.4,89.8,0,997.6,250,5.4,136,0.12,0
2021-10-26 22:00:00,8,0,19.3,6.6,0,0,0,0,0,0,14.3,91.1,0,997.6,247,5.1,138,0.12,0
2021-10-26 23:00:00,7.8,-21,17.4,6.6,0,0,0,0,0,0,14.2,92.2,0,997.6,245,5.1,136,0.12,0
2021-10-27 00:00:00,7.8,-41,4.6,6.6,0,0,0,0,0,0,14.4,92.3,0,997.6,245,5.1,131,0.12,0
2021-10-27 01:00:00,7.8,-58,32,6.5,0,0,0,0,0,0,14.9,91.5,0,997.5,247,5,125,0.12,0
2021-10-27 02:00:00,7.8,-72,15.2,6.4,0,0,0,0,0,0,15.8,90.9,0,997.4,244,4.8,117,0.12,0
2021-10-27 03:00:00,7.9,-85,56.3,6.4,0,0,0,0,0,0,17.9,90.7,0,997.4,240,4.7,109,0.12,0
2021-10-27 04:00:00,8.1,-97,52.1,6.6,0,0,0,0,0,0,20.1,90.2,0,997.3,235,4.8,100,0.12,0
2021-10-27 05:00:00,8.3,-109,44.3,6.9,2,0,0,2,1,2,21.1,91,0,997.2,230,5.1,91,0.12,0
2021-10-27 06:00:00,8.7,-122,69.3,7.3,21,0,0,21,18,21,21.9,91,0,997.3,230,5.5,84,0.12,0
2021-10-27 07:00:00,9.5,-135,70.8,7.6,51,0,0,51,45,51,22.9,87.7,0,997.3,230,6,77,0.12,0
2021-10-27 08:00:00,10.2,-149,68.4,7.8,84,0,0,84,74,84,23.5,85,0,997.3,231,6.4,71,0.12,0.036
2021-10-27 09:00:00,10.9,-164,76.6,8.2,77,0,0,77,68,77,23.8,83.2,0,997.3,234,6.8,68,0.12,0.05809090909
2021-10-27 10:00:00,11.4,180,83.9,8.5,56,0,0,56,50,56,24.4,82.4,0,997.2,237,7,67,0.12,0.57468
2021-10-27 11:00:00,11.8,164,86.2,8.8,46,0,0,46,41,46,22.9,82,0,997.1,241,7.2,68,0.12,0.7394545455
2021-10-27 12:00:00,12.2,149,81.8,9,49,0,0,49,44,49,20.4,80.9,0,996.9,244,7.4,72,0.12,1.11768
2021-10-27 13:00:00,12.5,135,70.8,9.1,51,0,0,51,45,51,19.8,80.1,0,996.7,250,7.5,77,0.12,0.5366956522
2021-10-27 14:00:00,12.6,122,50.8,9.3,34,0,0,34,30,34,19.9,80.2,0,996.6,254,7.6,84,0.12,0.38248
2021-10-27 15:00:00,12.6,109,78.2,9.5,1,0,0,1,1,1,19.1,81,0,996.6,252,7.7,92,0.12,0.2337727273
2021-10-27 16:00:00,12.8,97,62.1,9.5,0,0,0,0,0,0,18.4,80.7,0,996.8,250,7.9,100,0.12,0.40716
2021-10-27 17:00:00,12.9,85,59.7,9.6,0,0,0,0,0,0,18.8,80.5,0,997.1,251,7.8,109,0.12,0.006142857143
2021-10-27 18:00:00,12.9,72,60.2,9.6,0,0,0,0,0,0,19.4,80.4,0,997.4,254,7.8,117,0.12,0
2021-10-27 19:00:00,13,58,65.8,9.7,0,0,0,0,0,0,20.1,80.5,0,997.7,255,7.9,125,0.12,0
2021-10-27 20:00:00,13,41,86.7,9.8,0,0,0,0,0,0,23,81,0,998.1,258,7.9,132,0.12,0
2021-10-27 21:00:00,12.9,21,85.1,9.9,0,0,0,0,0,0,25.5,81.8,0,998.4,260,7.7,136,0.12,0
2021-10-27 22:00:00,12.8,0,92.8,10.1,0,0,0,0,0,0,25.5,83.4,0,998.3,262,7.5,138,0.12,0
2021-10-27 23:00:00,12.7,-22,92.7,10.1,0,0,0,0,0,0,24.5,84.6,0,998.3,264,7.3,136,0.14,0
2021-10-28 00:00:00,12.6,-41,93.4,10.2,0,0,0,0,0,0,23.6,85.4,0,998.5,266,6.7,132,0.14,0
2021-10-28 01:00:00,12.4,-58,85.9,10.2,0,0,0,0,0,0,22.6,86.3,0,998.8,264,5.8,125,0.14,0
2021-10-28 02:00:00,12.1,-72,70.2,10.2,0,0,0,0,0,0,20.9,87.8,0,999,254,4.9,117,0.14,0
2021-10-28 03:00:00,11.8,-85,70.9,10.1,0,0,0,0,0,0,19.4,89.1,0,999.4,243,4.2,109,0.14,0
2021-10-28 04:00:00,11.9,-97,69,10.1,0,0,0,0,0,0,18.6,88.7,0,999.7,233,4,100,0.14,0
2021-10-28 05:00:00,12.2,-110,87.4,10.2,0,0,0,0,0,0,18,87.5,0,999.9,228,4.3,92,0.14,0
2021-10-28 06:00:00,12.4,-122,72.2,10,21,0,0,21,18,21,16.9,85.7,0,1000.3,227,4.6,84,0.14,0
2021-10-28 07:00:00,12.7,-135,65,9.9,62,0,0,62,54,62,16.1,82.9,0,1000.6,229,4.8,77,0.14,0
2021-10-28 08:00:00,13.3,-149,62.8,9.8,103,0,0,103,91,103,15.6,79.3,0,1000.8,233,5,72,0.14,0
2021-10-28 09:00:00,14,-164,47.9,9.7,176,8,3,179,164,179,15.2,75.1,0,1000.8,237,5.2,68,0.14,0.1049230769
2021-10-28 10:00:00,14.7,180,30.4,9.5,208,117,45,253,320,254,14.7,71,0,1000.7,240,5.1,67,0.14,0.66225
2021-10-28 11:00:00,15,164,35.7,9.2,205,42,15,220,229,225,14,68.2,0,1000.5,240,4.9,68,0.14,1.232347826
2021-10-28 12:00:00,15.1,149,28.5,9,161,128,37,198,262,217,13.3,67,0,1000.4,236,4.4,72,0.14,5.20448
2021-10-28 13:00:00,14.9,135,14.2,9,89,305,67,157,314,152,12.9,68.1,0,1000.4,230,3.7,77,0.14,7.495913043
2021-10-28 14:00:00,13.9,122,13.9,9.1,36,220,29,65,158,31,12.6,72.8,0,1000.4,218,3.1,84,0.14,4.442608696
2021-10-28 15:00:00,12.7,109,37.1,9.1,2,0,0,2,1,2,12.7,78.7,0,1000.4,205,3,92,0.14,5.557521739
2021-10-28 16:00:00,11.9,97,22,9.1,0,0,0,0,0,0,13.1,83,0,1000.3,199,3.3,100,0.14,3.707454545
2021-10-28 17:00:00,11.3,85,9.1,8.9,0,0,0,0,0,0,13,85.1,0,1000.2,196,3.4,109,0.14,1.143294118
2021-10-28 18:00:00,10.9,72,0,8.2,0,0,0,0,0,0,12.9,83.7,0,1000,194,3.6,118,0.14,0
2021-10-28 19:00:00,10.6,58,0,7.3,0,0,0,0,0,0,12.8,80.3,0,999.8,192,3.8,126,0.14,0
2021-10-28 20:00:00,10.3,41,0,6.7,0,0,0,0,0,0,12.1,78.3,0,999.7,189,4.1,132,0.14,0
2021-10-28 21:00:00,10,21,0,6.3,0,0,0,0,0,0,10.7,77.6,0,999.4,186,4.2,137,0.14,0
2021-10-28 22:00:00,9.7,0,0,5.9,0,0,0,0,0,0,10.1,77,0,999,183,4.4,138,0.14,0
2021-10-28 23:00:00,9.5,-22,0,5.6,0,0,0,0,0,0,11.1,76.6,0,998.6,180,4.6,137,0.15,0
2021-10-29 00:00:00,9.3,-41,0,5.1,0,0,0,0,0,0,12.6,74.8,0,998,178,4.9,132,0.15,0
2021-10-29 01:00:00,9.1,-58,0,4.3,0,0,0,0,0,0,13.3,71.9,0,997.3,180,5.3,125,0.15,0
2021-10-29 02:00:00,8.9,-73,0,3.7,0,0,0,0,0,0,12.7,69.5,0,996.9,183,5.5,118,0.15,0
2021-10-29 03:00:00,8.7,-86,0,3.1,0,0,0,0,0,0,11,68.3,0,996.6,182,5.3,109,0.15,0
2021-10-29 04:00:00,8.2,-98,0,2.7,0,0,0,0,0,0,9.6,68.2,0,996.4,182,5.2,100,0.15,0
2021-10-29 05:00:00,7.8,-110,0,2.3,2,7,1,2,4,2,8.5,68.2,0,996.2,184,5.2,92,0.15,0
2021-10-29 06:00:00,8,-122,0,1.8,31,341,41,72,215,23,7.9,64.9,0,996.2,187,5.4,84,0.15,0
2021-10-29 07:00:00,9.1,-135,0,1.3,54,599,132,186,481,169,7.7,57.8,0,996.1,188,5.7,77,0.15,0
2021-10-29 08:00:00,10.6,-149,0,0.6,66,710,218,284,678,381,7.6,50.3,0,996,189,6.2,72,0.15,0.304
2021-10-29 09:00:00,11.8,-164,0,0.1,71,766,278,349,804,420,7.5,44.4,0,995.9,190,6.5,69,0.15,2.027454545
2021-10-29 10:00:00,12.8,180,0,-0.1,71,787,301,371,848,377,7.6,41,0,995.6,192,6.4,68,0.15,5.305391304
2021-10-29 11:00:00,13.3,164,5.9,-0.1,98,631,230,328,716,387,8,39.8,0,995.3,195,6,69,0.15,7.496857143
2021-10-29 12:00:00,13.4,149,11.5,0.2,109,457,141,250,522,316,8.4,40.5,0,995.1,196,5.4,72,0.15,8.981291667
2021-10-29 13:00:00,13,135,19.5,0.6,96,235,52,148,272,139,8.5,42.6,0,994.8,194,5,78,0.15,9.117904762
2021-10-29 14:00:00,12,122,21,0.7,39,145,19,58,121,34,8.2,46,0,994.6,191,4.7,84,0.15,8.371944444
2021-10-29 15:00:00,10.7,110,24.6,0.6,1,0,0,1,1,1,8,49.6,0,994.7,190,4.1,92,0.15,5.9308125
2021-10-29 16:00:00,9.7,98,18.3,0.4,0,0,0,0,0,0,8,52.2,0,994.8,188,3.8,101,0.15,3.724230769
